ID	seqnames	start	strand	Condition_Count	Gene_Name	Gene_Biotype	annotation	RBP_Num	miRNA_Num	SplicingSite_Num	SNP_Num	Cell_Line	Cell_Line_Num	Technique	Technique_Num	Quantification
m6A_Rnor6_3924	chr4	61924104	+	1	Bpgm	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_3925	chr4	62258155	+	1	Cald1	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_3926	chr4	62289689	+	1	Cald1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_3927	chr4	62290597	+	1	Cald1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_3928	chr4	62390767	+	2	Tmem140	protein_coding	Exon	-1	-1	-1	0	Kidney;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_3929	chr4	66239643	+	1		miRNA	Intergenic	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	0
m6A_Rnor6_393	chr1	73722811	-	1	Leng8	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_3930	chr4	66353900	+	1	Luc7l2	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_3931	chr4	66354590	+	1	Luc7l2	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_3932	chr4	67365122	+	1	Adck2	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	0
m6A_Rnor6_3933	chr4	67383944	+	1	Ndufb2	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_3934	chr4	68944034	+	1	Mgam	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_3935	chr4	68959756	+	1	Mgam	protein_coding	Intron	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	0
m6A_Rnor6_3936	chr4	68971672	+	1	Mgam	protein_coding	Intron	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	0
m6A_Rnor6_3937	chr4	68978601	+	1	Mgam	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_3938	chr4	70918441	+	1	Ephb6	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_3939	chr4	72735485	+	1	Arhgef5	protein_coding	Intergenic	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	0
m6A_Rnor6_394	chr1	73724138	-	1	Leng8	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_3940	chr4	77022759	+	1		processed_transcript	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_3941	chr4	77279937	+	1	Cul1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_3942	chr4	77280045	+	1	Cul1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_3943	chr4	77579205	+	1	Zfp282	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_3944	chr4	78312449	+	1	Gimap9	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_3945	chr4	79911966	+	1	Mpp6	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_3946	chr4	81372768	+	1	Snx10	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_3947	chr4	84478943	+	1	Prr15	protein_coding	5'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_3948	chr4	84673991	+	1	Wipf3	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_3949	chr4	84820765	+	1	Plekha8	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_395	chr1	73725392	-	1	Leng8	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_3950	chr4	84873626	+	1	Mturn	protein_coding	Intergenic	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	0
m6A_Rnor6_3951	chr4	85086029	+	2	Znrf2	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_3952	chr4	85562494	+	1	Aqp1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_3953	chr4	85562553	+	1	Aqp1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_3954	chr4	85690244	+	1	Adcyap1r1	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_3955	chr4	85708380	+	1	Adcyap1r1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_3956	chr4	85711240	+	1	Adcyap1r1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_3957	chr4	87069171	+	1	Avl9	protein_coding	Intergenic	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	0
m6A_Rnor6_3958	chr4	87230576	+	1	Fkbp9	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_3959	chr4	88586326	+	1	Pyurf	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_396	chr1	75152621	-	2	RGD1564801	protein_coding	Intergenic	-1	-1	-1	0	Kidney;Liver	2	m6A-REF-seq	1	0
m6A_Rnor6_3960	chr4	88712865	+	1	Ppm1k	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_3961	chr4	88882539	+	1	Abcg2	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	0
m6A_Rnor6_3962	chr4	89165580	+	1	Herc3	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_3963	chr4	89168739	+	1	Herc3	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_3964	chr4	98044698	+	1	Serbp1	protein_coding	Intergenic	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	0
m6A_Rnor6_3965	chr4	98709016	+	1	Eif2ak3	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_3966	chr4	99146382	+	1	Krcc1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_3967	chr4	99768276	+	1	Immt	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_3968	chr4	99783911	+	1	Immt	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_3969	chr4	99786201	+	2	Immt	protein_coding	Exon	-1	-1	-1	0	Brain;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_397	chr1	77803763	-	1	LOC103689961	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_3970	chr4	99786225	+	3	Immt	protein_coding	Exon	-1	-1	-1	0	Brain;Kidney;Liver	3	m6A-REF-seq	1	1
m6A_Rnor6_3971	chr4	100219602	+	1	Tmem150a	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_3972	chr4	100472704	+	2	Retsat	protein_coding	Exon	-1	-1	-1	0	Kidney;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_3973	chr4	101197406	+	1	Suclg1	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_3974	chr4	112823022	+	1	Eva1a	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_3975	chr4	113889934	+	2	Aup1	protein_coding	Exon	-1	-1	-1	0	Kidney;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_3976	chr4	113942720	+	3	Mrpl53	protein_coding	Intergenic	-1	-1	-1	0	Brain;Kidney;Liver	3	m6A-REF-seq	1	0
m6A_Rnor6_3977	chr4	113951594	+	1	Mogs	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_3978	chr4	114892389	+	1	Dctn1	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_3979	chr4	114894363	+	1	Dctn1	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_398	chr1	77855405	-	1	Ehd2	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_3980	chr4	114896194	+	1	Dctn1	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_3981	chr4	115447678	+	1	Ankrd53	protein_coding	Intergenic	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	0
m6A_Rnor6_3982	chr4	115682593	+	1	Zfp638	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_3983	chr4	117243757	+	1	Cct7	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_3984	chr4	117250864	+	1	Cct7	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_3985	chr4	117251938	+	1	Cct7	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_3986	chr4	117851701	+	1	Add2	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_3987	chr4	117883751	+	1	Tgfa	protein_coding	Intergenic	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	0
m6A_Rnor6_3988	chr4	118217827	+	1	Tia1	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_3989	chr4	118739472	+	1	Aak1	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_399	chr1	77869812	-	1	Bicra	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_3990	chr4	118757417	+	1	Aak1	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_3991	chr4	118785896	+	1	Aak1	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_3992	chr4	118792864	+	1	Aak1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_3993	chr4	118900624	+	1	Gfpt1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_3994	chr4	119821712	+	1	Hmces	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_3995	chr4	119830416	+	2	Hmces	protein_coding	Exon	-1	-1	-1	0	Brain;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_3996	chr4	119853681	+	1	Hmces	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_3997	chr4	120013807	+	1	Rpn1	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_3998	chr4	120752322	+	1	Mgll	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_3999	chr4	120773038	+	1	Tpra1	protein_coding	Intergenic	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	0
m6A_Rnor6_4	chr1	8332604	+	1	Hivep2	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_40	chr1	61740912	+	1		protein_coding	Intergenic	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	0
m6A_Rnor6_400	chr1	78471657	-	1	Arhgap35	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_4000	chr4	120854249	+	1	Tpra1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_4001	chr4	122274959	+	1	Uroc1	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_4002	chr4	122274972	+	1	Uroc1	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_4003	chr4	122275015	+	1	Uroc1	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_4004	chr4	122293721	+	1	Zxdc	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_4005	chr4	122369266	+	1	Klf15	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_4006	chr4	122798200	+	1	Hdac11	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_4007	chr4	123453766	+	2	Grip2	protein_coding	Intergenic	-1	-1	-1	0	Brain;Kidney	2	m6A-REF-seq	1	0
m6A_Rnor6_4008	chr4	124026261	+	1	Nr2c2	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_4009	chr4	133320192	+	1	Ppp4r2	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_401	chr1	78518802	-	1	Arhgap35	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_4010	chr4	138865600	+	1	Trnt1	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_4011	chr4	139670791	+	1	Lrrn1	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_4012	chr4	140708865	+	3	Bhlhe40	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain;Kidney;Liver	3	m6A-REF-seq	1	1
m6A_Rnor6_4013	chr4	140901124	+	1	Edem1	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_4014	chr4	145234422	+	1	Mtmr14	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_4015	chr4	145629811	+	1	Irak2	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_4016	chr4	145658147	+	1	Tatdn2	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_4017	chr4	145658209	+	1	Tatdn2	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_4018	chr4	145659894	+	3	Tatdn2	protein_coding	Exon	-1	-1	-1	0	Brain;Kidney;Liver	3	m6A-REF-seq	1	1
m6A_Rnor6_4019	chr4	146285369	+	1	Slc6a1	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_402	chr1	80336277	-	1	Mark4	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_4020	chr4	146607844	+	1	Atg7	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_4021	chr4	147525328	+	1	Mkrn2	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_4022	chr4	148194515	+	1	Washc2c	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_4023	chr4	148396145	+	1	Marchf8	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_4024	chr4	148784207	+	1	Depp1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_4025	chr4	149266823	+	1	Cxcl12	protein_coding	Intron	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	0
m6A_Rnor6_4026	chr4	149272530	+	1	Cxcl12	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_4027	chr4	149273096	+	1	Cxcl12	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_4028	chr4	149273421	+	1	Cxcl12	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_4029	chr4	149977702	+	1	Hnrnpf	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_403	chr1	80350975	-	1	Mark4	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_4030	chr4	153911964	+	1	Slc6a13	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_4031	chr4	154267470	+	1	Mug2	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_4032	chr4	154714861	+	1	Mug1	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_4033	chr4	155724234	+	1	Necap1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_4034	chr4	157122034	+	1	C1rl	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_4035	chr4	157122097	+	1	C1rl	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_4036	chr4	157129832	+	1	C1r	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_4037	chr4	157136164	+	1	C1r	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_4038	chr4	157218675	+	1	Lpcat3	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_4039	chr4	157221725	+	1	Lpcat3	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_404	chr1	80351050	-	2	Mark4	protein_coding	Exon	-1	-1	-1	0	Brain;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_4040	chr4	157222692	+	1	Lpcat3	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_4041	chr4	157233350	+	2	Phb2	protein_coding	Exon	-1	-1	-1	0	Brain;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_4042	chr4	157455617	+	2	Mlf2	protein_coding	Exon	-1	-1	-1	0	Brain;Kidney	2	m6A-REF-seq	1	1
m6A_Rnor6_4043	chr4	157561063	+	1	Ing4	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_4044	chr4	157562562	+	1	Ing4	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_4045	chr4	157562900	+	1	Ing4	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_4046	chr4	157675840	+	1	Iffo1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_4047	chr4	157707580	+	1	Mrpl51	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_4048	chr4	157859518	+	1	Scnn1a	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_4049	chr4	157865224	+	1	Tnfrsf1a	protein_coding	5'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_405	chr1	80551494	-	2	Clptm1	protein_coding	Exon	-1	-1	-1	0	Brain;Kidney	2	m6A-REF-seq	1	1
m6A_Rnor6_4050	chr4	157877304	+	2	Tnfrsf1a	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_4051	chr4	157877358	+	1	Tnfrsf1a	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_4052	chr4	163267785	+	1	Tmem52b	protein_coding	Intron	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	0
m6A_Rnor6_4053	chr4	163302033	+	1	Gabarapl1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_4054	chr4	163302459	+	1	Gabarapl1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_4055	chr4	168623493	+	2	Crebl2	protein_coding	Intergenic	-1	-1	-1	0	Brain;Kidney	2	m6A-REF-seq	1	0
m6A_Rnor6_4056	chr4	168623852	+	1	Crebl2	protein_coding	Intergenic	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	0
m6A_Rnor6_4057	chr4	168689631	+	1	Cdkn1b	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_4058	chr4	168778728	+	2	Ddx47	protein_coding	Exon	-1	-1	-1	0	Brain;Kidney	2	m6A-REF-seq	1	1
m6A_Rnor6_4059	chr4	168782704	+	1	Ddx47	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_406	chr1	80554904	-	1	Clptm1	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_4060	chr4	170519760	+	1	Atf7ip	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_4061	chr4	170520247	+	1	Atf7ip	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_4062	chr4	170539388	+	1	Atf7ip	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_4063	chr4	170559262	+	2	Atf7ip	protein_coding	Exon	-1	-1	-1	0	Brain;Kidney	2	m6A-REF-seq	1	1
m6A_Rnor6_4064	chr4	171744831	+	1	Strap	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_4065	chr4	171826259	+	1	Dera	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_4066	chr4	175880993	+	1	Slco1b2	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_4067	chr4	176580813	+	1	Pyroxd1	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_4068	chr4	177001524	+	1	Cmas	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_4069	chr4	177001571	+	1	Cmas	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_407	chr1	80590130	-	1	Apoc2	protein_coding	5'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_4070	chr4	177443901	+	1	Etnk1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_4071	chr4	177443952	+	1	Etnk1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_4072	chr4	181087159	+	1	Stk38l	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_4073	chr4	181425856	+	1	Ppfibp1	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_4074	chr4	4021319	-	1	Dpp6	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_4075	chr4	4021931	-	1	Dpp6	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_4076	chr4	5722423	-	1		lincRNA	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_4077	chr4	6317259	-	1	Galnt11	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_4078	chr4	7270101	-	1	Slc4a2	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_4079	chr4	7297128	-	1	Abcb8	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_408	chr1	80613101	-	1	Apoe	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_4080	chr4	7304020	-	1	Abcb8	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_4081	chr4	7854406	-	2	Rint1	protein_coding	Exon	-1	-1	-1	0	Kidney;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_4082	chr4	8189549	-	2	Kmt2e	protein_coding	Exon	-1	-1	-1	0	Brain;Kidney	2	m6A-REF-seq	1	1
m6A_Rnor6_4083	chr4	8189768	-	1	Kmt2e	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_4084	chr4	8194110	-	1	Kmt2e	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_4085	chr4	10324328	-	1	Fgl2	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_4086	chr4	22156178	-	1	Abcb4	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_4087	chr4	23017928	-	1	Sri	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_4088	chr4	23114106	-	1	Steap4	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_4089	chr4	27216664	-	1	Akap9	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_409	chr1	80613716	-	1	Apoe	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
